gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
BAC0100	ctpG;CTPG_MYCTU Probable cation-transporting ATPase G OS=Mycobacterium tuberculosis GN=ctpG PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0101	ctpV;CTPV_MYCTU Probable copper-exporting P-type ATPase V OS=Mycobacterium tuberculosis GN=ctpV PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0102	cueA;Q8KWW2_PSEPU Copper transporter OS=Pseudomonas putida GN=cueA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0103	cueO;CUEO_ECOLI Blue copper oxidase CueO OS=Escherichia coli (strain K12) GN=cueO PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0104	cueP;Q8ZL99_SALTY Putative periplasmic or exported protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM3650 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0105	cueR/ybbI;CUER_ECOLI HTH-type transcriptional regulator CueR OS=Escherichia coli (strain K12) GN=cueR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0106	cuiD;CUEO_SALTY Blue copper oxidase CueO OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=cueO PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0107	cusA/ybdE;CUSA_ECOLI Cation efflux system protein CusA OS=Escherichia coli (strain K12) GN=cusA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0108	cusB;CUSB_ECOLI Cation efflux system protein CusB OS=Escherichia coli (strain K12) GN=cusB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0109	cusC/ylcB;CUSC_ECOLI Cation efflux system protein CusC OS=Escherichia coli (strain K12) GN=cusC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0110	cusF/cusX;CUSF_ECOLI Cation efflux system protein CusF OS=Escherichia coli (strain K12) GN=cusF PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0111	cusR/ylcA;CUSR_ECOLI Transcriptional regulatory protein CusR OS=Escherichia coli (strain K12) GN=cusR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0112	cusS;CUSS_ECOLI Sensor kinase CusS OS=Escherichia coli (strain K12) GN=cusS PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0113	cutA;CUTA_ECOLI Divalent-cation tolerance protein CutA OS=Escherichia coli (strain K12) GN=cutA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0114	cutC;CUTC_ECOLI Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0115	cutE/lnt;LNT_ECOLI Apolipoprotein N-acyltransferase OS=Escherichia coli (strain K12) GN=lnt PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0116	cutF/nlpE;NLPE_ECOLI Lipoprotein NlpE OS=Escherichia coli (strain K12) GN=nlpE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0117	cutO;D5AV58_RHOCB Multicopper oxidase family protein OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) GN=RCAP_rcc02110 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0118	cutR;D5AV59_RHOCB Uncharacterized protein OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) GN=RCAP_rcc02111 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0119	czcA;CZCA_RALME Cobalt-zinc-cadmium resistance protein CzcA OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcA PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0120	czcB;CZCB_RALME Cobalt-zinc-cadmium resistance protein CzcB OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcB PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0121	czcC;CZCC_RALME Cobalt-zinc-cadmium resistance protein CzcC OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcC PE=1 SV=4	engineered systems	engineered systems	BactMet	biocide resistance
BAC0122	czcD;CZCD_RALME Cobalt-zinc-cadmium resistance protein CzcD OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcD PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0123	"czcE;Q1LAJ1_RALME CzcE	 involved in Cd(II)	 Zn(II)	 Co(II) resistance OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcE PE=1 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0124	czcP;Q1LAJ7_RALME CzcP cation efflux P1-ATPase OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcP PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0125	czcR;CZCR_RALME Transcriptional activator protein CzcR OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcR PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0126	czcS;CZCS_RALME Sensor protein CzcS OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=czcS PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0127	"cznA;D3UHQ0_HELM1 Putative Cadmium-zinc-nickel resistance protein	 cznA OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=cznA PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0128	"cznB;D3UHP9_HELM1 Putative Cadmium-zinc-nickel resistance protein	 CznB OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=cznB PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0129	"cznC;D3UHP8_HELM1 Putative Cadmium-zinc-nickel outer membrane efflux protein	 CznC OS=Helicobacter mustelae (strain ATCC 43772 / LMG 18044 / NCTC 12198 / 12198) GN=cznC PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0130	czrA;Q9RLI8_PSEAI CzrA protein OS=Pseudomonas aeruginosa GN=czrA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0131	czrB;Q9RLI9_PSEAI CzrB protein OS=Pseudomonas aeruginosa GN=czrB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0132	dmeF;Q1LRZ2_RALME Co/Zn/Cd efflux system component OS=Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839) GN=dmeF PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0482	dmeF;Q1MJL2_RHIL3 Putative cation efflux system protein OS=Rhizobium leguminosarum bv. viciae (strain 3841) GN=RL1351 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0475	dmeR;Q1MJL3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain 3841) GN=RL1350 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0134	dpr/dps;DPS_STRSU DNA protection during starvation protein OS=Streptococcus suis GN=dps PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0135	dpsA;Q8KR86_BURPE DpsA OS=Burkholderia pseudomallei GN=dpsA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0136	dsbA;DSBA_ECOLI Thiol:disulfide interchange protein DsbA OS=Escherichia coli (strain K12) GN=dsbA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0137	dsbB;DSBB_ECOLI Disulfide bond formation protein B OS=Escherichia coli (strain K12) GN=dsbB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0138	dsbC;DSBC_ECOLI Thiol:disulfide interchange protein DsbC OS=Escherichia coli (strain K12) GN=dsbC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0139	ebrA;EBRA_BACAT Multidrug resistance protein EbrA OS=Bacillus atrophaeus GN=ebrA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0140	ebrB;EBRB_BACAT Multidrug resistance protein EbrB OS=Bacillus atrophaeus GN=ebrB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0494	eefA;A8CY69_KLEPN EefA OS=Klebsiella pneumoniae GN=eefA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0495	eefX;A8CY68_KLEPN EefX OS=Klebsiella pneumoniae GN=eefX PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0141	emeA;Q8GR72_ENTFL Multidrug efflux pump OS=Enterococcus faecalis GN=emeA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0142	"emhA;Q4KH22_PSEF5 Efflux transporter	 membrane fusion protein subunit EmhA OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=emhA PE=4 SV=2"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0143	emhB;C1KA85_PSEFL EmhB OS=Pseudomonas fluorescens GN=emhB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0144	"emhC;Q4KH24_PSEF5 Efflux transporter	 outer membrane factor lipoprotein EmhC OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=emhC PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0145	emhR;Q4KH21_PSEF5 Transcriptional regulator EmhR OS=Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477) GN=emhR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0146	emmdR;D5CJ69_ENTCC MATE efflux family protein OS=Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56) GN=ECL_03329 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0147	emrA;EMRA_ECOLI Multidrug resistance protein A OS=Escherichia coli (strain K12) GN=emrA PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0499	emrAsm;B2FIC9_STRMK Putative multidrug resistance protein A OS=Stenotrophomonas maltophilia (strain K279a) GN=emrA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0148	emrB;EMRB_ECOLI Multidrug resistance protein B OS=Escherichia coli (strain K12) GN=emrB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0500	emrBsm;B2FID0_STRMK Putative multidrug resistance protein B OS=Stenotrophomonas maltophilia (strain K279a) GN=emrB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0501	emrCsm;B2FIC8_STRMK Putative outer membrane multidrug efflux protein OS=Stenotrophomonas maltophilia (strain K279a) GN=Smlt1528 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0149	emrD;EMRD_ECOLI Multidrug resistance protein D OS=Escherichia coli (strain K12) GN=emrD PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0534	emrD-3;A5EYZ6_VIBC3 Multidrug resistance protein D OS=Vibrio cholerae serotype O1 (strain ATCC 39541 / Ogawa 395 / O395) GN=emrD-3 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0150	emrE/mvrC;EMRE_ECOLI Multidrug transporter EmrE OS=Escherichia coli (strain K12) GN=emrE PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0151	emrK;EMRK_ECOLI Multidrug resistance protein K OS=Escherichia coli (strain K12) GN=emrK PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0559	emrR;MPRA_ECOLI Transcriptional repressor MprA OS=Escherichia coli (strain K12) GN=mprA PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0502	emrRsm;B2FIC7_STRMK Putative MarR-family transcriptional regulator OS=Stenotrophomonas maltophilia (strain K279a) GN=Smlt1527 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0153	emrY;EMRY_ECOLI Multidrug resistance protein Y OS=Escherichia coli (strain K12) GN=emrY PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0154	evgA;EVGA_ECOLI Positive transcription regulator EvgA OS=Escherichia coli (strain K12) GN=evgA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0155	evgS;EVGS_ECO57 Sensor protein EvgS OS=Escherichia coli O157:H7 GN=evgS PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0156	fabI;FABI_ECOLI Enoyl-[acyl-carrier-protein] reductase [NADH] FabI OS=Escherichia coli (strain K12) GN=fabI PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0157	fabK;Q9FBC5_STREE Trans-2-enoyl-ACP reductase II OS=Streptococcus pneumoniae GN=fabK PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0158	fabL/ygaA;FABL_BACSU Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL OS=Bacillus subtilis (strain 168) GN=fabL PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0159	fabV;Y1738_VIBCH Putative reductase VC_1738/VC_1739 OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=VC_1738/VC_1739 PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0503	farA;Q9RQ30_NEIGO Efflux pump protein FarA OS=Neisseria gonorrhoeae PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0504	farB;Q9RQ29_NEIGO Efflux pump protein FarB OS=Neisseria gonorrhoeae PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0505	"farR;Q7DD70_NEIMB Transcriptional regulator	 MarR family OS=Neisseria meningitidis serogroup B (strain MC58) GN=NMB1843 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0160	fbpA;FBPA_HAEIN Iron-utilization periplasmic protein OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=fbpA PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0161	fbpB;FBPB2_HAEIN Fe(3+)-transport system permease protein FbpB 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=fbpB2 PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0162	fbpC;FBPC2_HAEIN Fe(3+) ions import ATP-binding protein FbpC 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=fbpC2 PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0163	fecD;FECD_ECOLI Fe(3+) dicitrate transport system permease protein FecD OS=Escherichia coli (strain K12) GN=fecD PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0164	fecE;FECE_ECOLI Fe(3+) dicitrate transport ATP-binding protein FecE OS=Escherichia coli (strain K12) GN=fecE PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0165	fetA/ybbL;YBBL_ECOLI Uncharacterized ABC transporter ATP-binding protein YbbL OS=Escherichia coli (strain K12) GN=ybbL PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0166	fetB/ybbM;YBBM_ECOLI UPF0014 inner membrane protein YbbM OS=Escherichia coli (strain K12) GN=ybbM PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0167	fieF/yiip;FIEF_ECOLI Ferrous-iron efflux pump FieF OS=Escherichia coli (strain K12) GN=fieF PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0168	fptA;FPTA_PSEAE Fe(3+)-pyochelin receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fptA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0169	fpvA;FPVA_PSEAE Ferripyoverdine receptor OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fpvA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0170	frnE;Q9RWK7_DEIRA FrnE protein OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) GN=DR_0659 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0171	furA;FURA_MYCTU Transcriptional regulator FurA OS=Mycobacterium tuberculosis GN=furA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0490	G2alt;B0FSM1_9BACI 7-cyano-7-deazaguanine synthase OS=Anoxybacillus gonensis GN=queC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0172	gadA;DCEA_ECOLI Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0173	gadB;DCEB_ECOLI Glutamate decarboxylase beta OS=Escherichia coli (strain K12) GN=gadB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0174	gadC/xasA;GADC_ECOLI Probable glutamate/gamma-aminobutyrate antiporter OS=Escherichia coli (strain K12) GN=gadC PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0175	gadE/yhiE;GADE_ECOLI Transcriptional regulator GadE OS=Escherichia coli (strain K12) GN=gadE PE=2 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0176	gadW/yhiW;GADW_ECOLI HTH-type transcriptional regulator GadW OS=Escherichia coli (strain K12) GN=gadW PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0177	gadX;GADX_ECOLI HTH-type transcriptional regulator GadX OS=Escherichia coli (strain K12) GN=gadX PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0178	gesA;Q8ZRG8_SALTY Putative cation efflux pump OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0352 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0179	gesB;Q8ZRG9_SALTY Putative cation efflux system protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0351 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0180	gesC;Q8ZRH0_SALTY Homology to outer membrane efflux protein OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0350 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0181	glpF;GLPF_ECOLI Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) GN=glpF PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0182	golS;Q8ZRG6_SALTY Putative transcriptional regulator OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0354 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0183	golT;Q8ZRG7_SALTY Putative cation transport ATPase OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=STM0353 PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0184	hasF;Q6GW09_SERMA TolC-like protein OS=Serratia marcescens PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0185	hdeA/yhiB;HDEA_ECOLI Acid stress chaperone HdeA OS=Escherichia coli (strain K12) GN=hdeA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0186	hdeB/yhiC;HDEB_ECOLI Acid stress chaperone HdeB OS=Escherichia coli (strain K12) GN=hdeB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0187	hefA;B6JLI8_HELP2 Outer-membrane protein of the HefABC efflux system HefA OS=Helicobacter pylori (strain P12) GN=hefA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0188	hefC;B6JLJ0_HELP2 Cytoplasmic pump protein of the HefABC efflux system HefC OS=Helicobacter pylori (strain P12) GN=hefC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0189	hmrM;HMRM_HAEIN Multidrug resistance protein HmrM OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=hmrM PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0569	hmrR;HMMR_RHILV HTH-type transcriptional regulator HmrR OS=Rhizobium leguminosarum bv. viciae GN=hmrR PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0190	hmrR;HMRR_SINMW HTH-type transcriptional regulator HmrR OS=Sinorhizobium medicae (strain WSM419) GN=hmrR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0191	hoxN;HOXN_CUPNH High-affinity nickel transport protein OS=Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) GN=hoxN PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0617	hpcopA;COPA1_HELPX Copper-transporting ATPase OS=Helicobacter pylori GN=copA PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0618	hpcopP;COPP_HELPY COP-associated protein OS=Helicobacter pylori (strain ATCC 700392 / 26695) GN=copP PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0192	hsmR;B0R6K7_HALS3 Small multidrug export protein OS=Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1) GN=OE_3652F PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0483	hupE;HUPE_RHILV Protein HupE OS=Rhizobium leguminosarum bv. viciae GN=hupE PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0484	hupE2;D2WPE1_RHILV HupE2 OS=Rhizobium leguminosarum bv. viciae GN=hupE2 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0193	hupN;HUPN_AZOCH Hydrogenase expression/formation protein HupN OS=Azotobacter chroococcum mcd 1 GN=hupN PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0194	ibpA;IBPA_ECOLI Small heat shock protein IbpA OS=Escherichia coli (strain K12) GN=ibpA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0195	ibpB;IBPB_ECOLI Small heat shock protein IbpB OS=Escherichia coli (strain K12) GN=ibpB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0196	iclR;ICLR_ECOLI Acetate operon repressor OS=Escherichia coli (strain K12) GN=iclR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0498	ideR;IDER_MYCTU Iron-dependent repressor IdeR OS=Mycobacterium tuberculosis GN=ideR PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0197	irlR;IRLR_BURPS Transcriptional activator protein IrlR OS=Burkholderia pseudomallei (strain K96243) GN=irlR PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0198	irlS;IRLS_BURPS Sensor protein IrlS OS=Burkholderia pseudomallei (strain K96243) GN=irlS PE=3 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0491	kdeA;A6T6T9_KLEP7 Multidrug/chloramphenicol efflux transport protein (MFS family) OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=cmr PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0492	kexD;A6TA71_KLEP7 Acridine efflux pump OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) GN=KPN78578_20310 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0199	klaB/telA/kilB;KLAB_ECOLX Protein KlaB OS=Escherichia coli GN=klaB PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0200	klaC/telB;KLAC_ECOLX Protein KlaC OS=Escherichia coli GN=klaC PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0493	kmrA;C4X8X9_KLEPN Energy-dependent efflux protein for methyl viologen resistance OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=smvA PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0201	kmtR;KMTR_MYCTU HTH-type transcriptional regulator KmtR OS=Mycobacterium tuberculosis GN=kmtR PE=1 SV=3	engineered systems	engineered systems	BactMet	biocide resistance
BAC0476	kpnE;C4X7Z3_KLEPN Multidrug transport protein OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=ydgF PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0477	kpnF;C4X7Z4_KLEPN Spermidine export protein MdtI OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=ydgE PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0529	kpnO;C4XBC3_KLEPN Outer membrane porin protein C OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=ompC PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0202	lde;G2JVL2_LISMN Efflux pump Lde OS=Listeria monocytogenes J0161 GN=LMOG_01756 PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0535	"lmrS;Q5HE38_STAAC Drug resistance transporter	 EmrB/QacA subfamily OS=Staphylococcus aureus (strain COL) GN=SACOL2157 PE=4 SV=1"	engineered systems	engineered systems	BactMet	biocide resistance
BAC0560	marA;MARA_ECOLI Multiple antibiotic resistance protein MarA OS=Escherichia coli (strain K12) GN=marA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0561	marR;MARR_ECOLI Multiple antibiotic resistance protein MarR OS=Escherichia coli (strain K12) GN=marR PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0205	mco;MCO_STAAU Multicopper oxidase mco OS=Staphylococcus aureus GN=mco PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0206	mctB;MCTB_MYCTU Copper transporter MctB OS=Mycobacterium tuberculosis GN=mctB PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0207	mdeA;MEGL_PSEPU Methionine gamma-lyase OS=Pseudomonas putida GN=mdeA PE=1 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0208	mdfA/cmr;MDFA_ECOLI Multidrug transporter MdfA OS=Escherichia coli (strain K12) GN=mdfA PE=1 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0209	mdrL/yfmO;Q9X769_LISMN Multidrug efflux protein yfmO OS=Listeria monocytogenes GN=lltB PE=4 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0645	mdtA;D0ZND8_SALT1 Multidrug resistance protein MdtA OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=mdtA PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
BAC0210	mdtA/yegM;MDTA_ECOLI Multidrug resistance protein MdtA OS=Escherichia coli (strain K12) GN=mdtA PE=2 SV=2	engineered systems	engineered systems	BactMet	biocide resistance
BAC0646	mdtB;D0ZND9_SALT1 Multidrug resistance protein MdtB OS=Salmonella typhimurium (strain 14028s / SGSC 2262) GN=yegN PE=3 SV=1	engineered systems	engineered systems	BactMet	biocide resistance
